Tweet,label,processed,processed_text
bangsat ntarnta pasti nangis haha pengecut nada tolol mati aja lo,anger,"['bangsat', 'ntarnta', 'pasti', 'nang', 'haha', 'kecut', 'nada', 'tolol', 'mati', 'aja', 'lo']",bangsat ntarnta pasti nang haha kecut nada tolol mati aja lo
bodoh punya statement ..baik gi minum arak ..melacur ..main judi ..baru betul thrill,anger,"['bodoh', 'punya', 'statement', 'baik', 'gi', 'minum', 'arak', 'lacur', 'main', 'judi', 'baru', 'betul', 'thrill']",bodoh punya statement baik gi minum arak lacur main judi baru betul thrill
((ngaku aja)))) lah bego ngajak2 gak nder yg nganggep adek cuma anak kecil lu doang,anger,"['ngaku', 'aja', 'bego', 'ngajak2', 'gak', 'nder', 'nganggep', 'adek', 'cuma', 'anak', 'kecil', 'lu', 'doang']",ngaku aja bego ngajak2 gak nder nganggep adek cuma anak kecil lu doang
gajadi soft malah emosi.,anger,"['gajadi', 'soft', 'malah', 'emosi']",gajadi soft malah emosi
elu jangan bikin gue marah,anger,"['elu', 'jangan', 'bikin', 'saya', 'marah']",elu jangan bikin saya marah
jarina hasebe hobi ngomel dan marah marah.,anger,"['jarina', 'hasebe', 'hobi', 'ngomel', 'marah', 'marah']",jarina hasebe hobi ngomel marah marah
capee lagi puasa ada aja yg dibikin marah nya tu,anger,"['capee', 'lagi', 'puasa', 'aja', 'bikin', 'marah', 'tu']",capee lagi puasa aja bikin marah tu
anjinglah brengsek bangsat,anger,"['anjing', 'brengsek', 'bangsat']",anjing brengsek bangsat
emosi yaa........,anger,"['emosi', 'yaa']",emosi yaa
tahulah nak luah kat siapa. terasa bodoh gila,anger,"['tahu', 'nak', 'luah', 'kat', 'siapa', 'asa', 'bodoh', 'gila']",tahu nak luah kat siapa asa bodoh gila
"benci juga karakternya cheol. kek itu uda keliatan han sakit hati, knp harus ditegesin dlu baru peka??!! ga mempermasalahkan his feeling towards nu, tp the way he treated han that i hate the most. dipermainin bgt haha, jerk.",anger,"['benci', 'juga', 'karakter', 'cheol', 'kek', 'uda', 'liat', 'han', 'sakit', 'hati', 'knp', 'harus', 'ditegesin', 'dlu', 'baru', 'peka', 'tidak', 'masalah', 'his', 'feeling', 'towards', 'nu', 'tp', 'the', 'way', 'he', 'treated', 'han', 'that', 'i', 'hate', 'the', 'most', 'dipermainin', 'banget', 'haha', 'jerk']",benci juga karakter cheol kek uda liat han sakit hati knp harus ditegesin dlu baru peka tidak masalah his feeling towards nu tp the way he treated han that i hate the most dipermainin banget haha jerk
"poin 1-2 okelah, poin selanjutnya itu lho, gw cowok aja marah bacanya",anger,"['poin', '12', 'oke', 'poin', 'lanjut', 'lho', 'saya', 'cowok', 'aja', 'marah', 'baca']",poin 12 oke poin lanjut lho saya cowok aja marah baca
nape lo yg emosi?,anger,"['nape', 'lo', 'emosi']",nape lo emosi
ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol,anger,"['kalo', 'mau', 'poligami', 'ikut', 'sunah', 'rosul', 'tunggu', 'istri', 'pertama', 'tinggal', 'dulu', 'lu', 'nikah', 'ma', 'nene2', 'tua', 'miskin', 'buat', 'urus', 'bukan', 'mau', 'enak', 'doang', 'tolol']",kalo mau poligami ikut sunah rosul tunggu istri pertama tinggal dulu lu nikah ma nene2 tua miskin buat urus bukan mau enak doang tolol
"betul org cakap, kalau tak bodoh bukan bn namanya..",anger,"['betul', 'org', 'cakap', 'kalau', 'tak', 'bodoh', 'bukan', 'bn', 'nama']",betul org cakap kalau tak bodoh bukan bn nama
kalau bad day sangat pun takde hak nak emosi kat orang lain. tak professional!,anger,"['kalau', 'bad', 'day', 'sangat', 'pun', 'takde', 'hak', 'nak', 'emosi', 'kat', 'orang', 'lain', 'tak', 'professional']",kalau bad day sangat pun takde hak nak emosi kat orang lain tak professional
pagi pagi bangun dah fucked up. bodoh,anger,"['pagi', 'pagi', 'bangun', 'fucked', 'up', 'bodoh']",pagi pagi bangun fucked up bodoh
percaya tapi benci gua kalo suka diem doang kaga ngomong lgsg kek gua kaga gigit elah dan lu cowo yg gentle dong masa kalah sama gentle jen,anger,"['percaya', 'tapi', 'benci', 'gua', 'kalo', 'suka', 'diem', 'doang', 'kaga', 'ngomong', 'lgsg', 'kek', 'gua', 'kaga', 'gigit', 'elah', 'lu', 'cowo', 'gentle', 'dong', 'masa', 'kalah', 'sama', 'gentle', 'jen']",percaya tapi benci gua kalo suka diem doang kaga ngomong lgsg kek gua kaga gigit elah lu cowo gentle dong masa kalah sama gentle jen
akhirnya bangun siang. tp si bodoh ini kaga solat subuh,anger,"['akhir', 'bangun', 'siang', 'tp', 'si', 'bodoh', 'kaga', 'solat', 'subuh']",akhir bangun siang tp si bodoh kaga solat subuh
"aku pura-pura tidak tau saja kebohonganmu yang terhakiki, entahlah aku pura-pura bodoh saja nanti juga akan ketahuan sendiri biar waktu yang menunjukkannya",anger,"['aku', 'purapura', 'tidak', 'tau', 'saja', 'bohong', 'hakiki', 'entah', 'aku', 'purapura', 'bodoh', 'saja', 'nanti', 'juga', 'akan', 'tahu', 'sendiri', 'biar', 'waktu', 'tunjuk']",aku purapura tidak tau saja bohong hakiki entah aku purapura bodoh saja nanti juga akan tahu sendiri biar waktu tunjuk
tetep aja namanya selingkuh kok ya tolol banget. kakean alesan,anger,"['tetep', 'aja', 'nama', 'selingkuh', 'tolol', 'banget', 'kakean', 'alesan']",tetep aja nama selingkuh tolol banget kakean alesan
"nah ini yg gw ksl gw si b aja lah liat si bright sm tu soalnya kek phinong bet tpi yg gw benci klo kek gt suka ngelunjak anjr fans nya mn ngejelek""in iwin lgi trs pasti udh kek berasa real bet pdhl cmn fanservice",anger,"['nah', 'saya', 'ksl', 'saya', 'si', 'b', 'aja', 'liat', 'si', 'bright', 'sm', 'tu', 'soal', 'kek', 'phinong', 'bet', 'tpi', 'saya', 'benci', 'klo', 'kek', 'gt', 'suka', 'ngelunjak', 'anjr', 'fans', 'mn', 'ngejelekin', 'iwin', 'lgi', 'trs', 'pasti', 'kek', 'asa', 'real', 'bet', 'pdhl', 'cmn', 'fanservice']",nah saya ksl saya si b aja liat si bright sm tu soal kek phinong bet tpi saya benci klo kek gt suka ngelunjak anjr fans mn ngejelekin iwin lgi trs pasti kek asa real bet pdhl cmn fanservice
aku dendam sama ntu dua orang itu.,anger,"['aku', 'dendam', 'sama', 'ntu', 'dua', 'orang']",aku dendam sama ntu dua orang
sange sama perempuan lain? puasa. tahan diri. jaga pandangan. bukan poligami bangsat. lo miskin tapi gegayaan poligami tuh gimana ceritanya?? nanti istri jelek ga keurus karena lo ga kasi duit langsung ditinggalin. heran gue kenapa laki-laki punya otak ga dipake dah,anger,"['sange', 'sama', 'perempuan', 'lain', 'puasa', 'tahan', 'diri', 'jaga', 'pandang', 'bukan', 'poligami', 'bangsat', 'lo', 'miskin', 'tapi', 'gegayaan', 'poligami', 'tuh', 'gimana', 'cerita', 'nanti', 'istri', 'jelek', 'tidak', 'urus', 'lo', 'tidak', 'kasi', 'duit', 'langsung', 'ditinggalin', 'heran', 'saya', 'kenapa', 'lakilaki', 'punya', 'otak', 'tidak', 'dipake']",sange sama perempuan lain puasa tahan diri jaga pandang bukan poligami bangsat lo miskin tapi gegayaan poligami tuh gimana cerita nanti istri jelek tidak urus lo tidak kasi duit langsung ditinggalin heran saya kenapa lakilaki punya otak tidak dipake
"dulu waktu smp saya jengkel banget sama ibu saya, mau pergi naik bus dari jombang ke bojonegoro (jawa timur) pake dianterin ke terminal bus. padahal pinginnya naik angkot saja.",anger,"['dulu', 'waktu', 'smp', 'saya', 'jengkel', 'banget', 'sama', 'ibu', 'saya', 'mau', 'pergi', 'naik', 'bus', 'jombang', 'bojonegoro', 'jawa', 'timur', 'pake', 'dianterin', 'terminal', 'bus', 'padahal', 'pinginnya', 'naik', 'angkot', 'saja']",dulu waktu smp saya jengkel banget sama ibu saya mau pergi naik bus jombang bojonegoro jawa timur pake dianterin terminal bus padahal pinginnya naik angkot saja
eh bukan jadi mangsa maki atau kena marah but concerned pasal tak bercakap. tetiba.,anger,"['eh', 'bukan', 'mangsa', 'maki', 'kena', 'marah', 'but', 'concerned', 'pasal', 'tak', 'cakap', 'tetiba']",eh bukan mangsa maki kena marah but concerned pasal tak cakap tetiba
"tolong jangan benci fany, fany baik-baik kok gak makan orang kok",anger,"['tolong', 'jangan', 'benci', 'fany', 'fany', 'baikbaik', 'gak', 'makan', 'orang']",tolong jangan benci fany fany baikbaik gak makan orang
gabole marah  nanti cepett tua,anger,"['gabole', 'marah', '', 'nanti', 'cepett', 'tua']",gabole marah  nanti cepett tua
si gwinam?? kayaknya dia punya keinginan hidup yg tinggi kan ada dendam sama chongsan,anger,"['si', 'gwinam', 'kayak', 'dia', 'punya', 'ingin', 'hidup', 'tinggi', 'kan', 'dendam', 'sama', 'chongsan']",si gwinam kayak dia punya ingin hidup tinggi kan dendam sama chongsan
permulaan yang bangsat untuk febuari 2022,anger,"['mula', 'bangsat', 'febuari', '2022']",mula bangsat febuari 2022
baca komenannya sungguh menguras emosi asu,anger,"['baca', 'komenannya', 'sungguh', 'uras', 'emosi', 'asu']",baca komenannya sungguh uras emosi asu
lagian sih kemarin siapa sih yg milih ini gubernurr ???? wong dudul koyok ngene .,anger,"['lagi', 'sih', 'kemarin', 'siapa', 'sih', 'milih', 'gubernurr', 'wong', 'dudul', 'koyok', 'ngene']",lagi sih kemarin siapa sih milih gubernurr wong dudul koyok ngene
"kata mama harus baik samaa orang lain tpi kalo orang itu ngelunjak yaudah diemin aja tapi gue orangnya ga tega an.. jdi ya gtu, jatohnya malah tolol ngebantuin orng yg ga bisa usaha sendiri",anger,"['kata', 'mama', 'harus', 'baik', 'samaa', 'orang', 'lain', 'tpi', 'kalo', 'orang', 'ngelunjak', 'yaudah', 'diemin', 'aja', 'tapi', 'saya', 'orang', 'tidak', 'tega', 'an', 'jdi', 'gtu', 'jatohnya', 'malah', 'tolol', 'ngebantuin', 'orng', 'tidak', 'bisa', 'usaha', 'sendiri']",kata mama harus baik samaa orang lain tpi kalo orang ngelunjak yaudah diemin aja tapi saya orang tidak tega an jdi gtu jatohnya malah tolol ngebantuin orng tidak bisa usaha sendiri
"bahkan ada dari tweet yang maksudnya supportive. parahnya tuh nggak dibarengi dengan nanya baik-baik atau diskusi, tapi langsung ngegas. bener-bener jadi ruang marah-marah aja",anger,"['bahkan', 'tweet', 'maksud', 'supportive', 'parah', 'tuh', 'tidak', 'bareng', 'nanya', 'baikbaik', 'diskusi', 'tapi', 'langsung', 'ngegas', 'benerbener', 'ruang', 'marahmarah', 'aja']",bahkan tweet maksud supportive parah tuh tidak bareng nanya baikbaik diskusi tapi langsung ngegas benerbener ruang marahmarah aja
"iya ituu benci bgt, makin hari ada aja peraturan ga jelas kek gini huhu",anger,"['iya', 'ituu', 'benci', 'banget', 'makin', 'hari', 'aja', 'atur', 'tidak', 'jelas', 'kek', 'gin', 'huhu']",iya ituu benci banget makin hari aja atur tidak jelas kek gin huhu
jgn la marah dia. lesen l pun dia takde lagi tu.,anger,"['jgn', 'la', 'marah', 'dia', 'lesen', 'l', 'pun', 'dia', 'takde', 'lagi', 'tu']",jgn la marah dia lesen l pun dia takde lagi tu
"mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk",anger,"['mak', 'yng', 'darah', 'tinggi', 'andin', 'makk', 'knp', 'mamak', 'yng', 'marah', 'marah', 'lanjut', 'makk']",mak yng darah tinggi andin makk knp mamak yng marah marah lanjut makk
"tolol, namanya adek ga harus anak kecil. adek ya, yang posisi lahirnya setelah kakak, mau jecil atau gede ga ada urusan.. dongo",anger,"['tolol', 'nama', 'adek', 'tidak', 'harus', 'anak', 'kecil', 'adek', 'posisi', 'lahir', 'telah', 'kakak', 'mau', 'jecil', 'gede', 'tidak', 'urus', 'dongo']",tolol nama adek tidak harus anak kecil adek posisi lahir telah kakak mau jecil gede tidak urus dongo
bangsat bener krn pelakunya adalah guru yg seharusnya mengayomi,anger,"['bangsat', 'benar', 'krn', 'laku', 'adalah', 'guru', 'harus', 'ayom']",bangsat benar krn laku adalah guru harus ayom
"diorang ni semua dah lama nak borak dengan kau. tak fun kata diorang, kalau tak dengar kau buat lawak bodoh satu hari.  tu dulu la jepp. haha.  kitorang dengar kau tengah on satu projek. big project. semua bercakap pasal kau jo.  takde la. benda takde pape lagi. ",anger,"['orang', 'ni', 'semua', 'lama', 'nak', 'borak', 'kau', 'tak', 'fun', 'kata', 'orang', 'kalau', 'tak', 'dengar', 'kau', 'buat', 'lawak', 'bodoh', 'satu', 'hari', '', 'tu', 'dulu', 'la', 'jepp', 'haha', '', 'kitorang', 'dengar', 'kau', 'tengah', 'on', 'satu', 'projek', 'big', 'project', 'semua', 'cakap', 'pasal', 'kau', 'jo', '', 'takde', 'la', 'benda', 'takde', 'pape', 'lagi', '']",orang ni semua lama nak borak kau tak fun kata orang kalau tak dengar kau buat lawak bodoh satu hari  tu dulu la jepp haha  kitorang dengar kau tengah on satu projek big project semua cakap pasal kau jo  takde la benda takde pape lagi 
tiati bego beneran,anger,"['tiati', 'bego', 'beneran']",tiati bego beneran
"yhh marah  mulu lo, cepet tua mampus",anger,"['yhh', 'marah', '', 'mulu', 'lo', 'cepet', 'tua', 'mampus']",yhh marah  mulu lo cepet tua mampus
bloon. mana ada yg mau kalah. mang bego anjing kntl,anger,"['bloon', 'mana', 'mau', 'kalah', 'mang', 'bego', 'anjing', 'kntl']",bloon mana mau kalah mang bego anjing kntl
"mun sepatah ku becakap, kau utuk. baik tah ku diam. pastu kau marah pulang aku diam? ngak paham",anger,"['mun', 'patah', 'ku', 'becakap', 'kau', 'utuk', 'baik', 'tah', 'ku', 'diam', 'pastu', 'kau', 'marah', 'pulang', 'aku', 'diam', 'ngak', 'paham']",mun patah ku becakap kau utuk baik tah ku diam pastu kau marah pulang aku diam ngak paham
aku benci kau..,anger,"['aku', 'benci', 'kau']",aku benci kau
contoh orang tolol bin dongok,anger,"['contoh', 'orang', 'tolol', 'bin', 'dongok']",contoh orang tolol bin dongok
selama perintah suami tidak melanggar syariat. hormat tapi nggak tolol. makanya islam buat org yg mau berfikir..,anger,"['lama', 'perintah', 'suami', 'tidak', 'langgar', 'syariat', 'hormat', 'tapi', 'tidak', 'tolol', 'makanya', 'islam', 'buat', 'org', 'mau', 'berfikir']",lama perintah suami tidak langgar syariat hormat tapi tidak tolol makanya islam buat org mau berfikir
"ahahaaa khas buzzerp jokowi nuduh org mau, dituduh marah",anger,"['ahahaaa', 'khas', 'buzzerp', 'jokowi', 'nuduh', 'org', 'mau', 'tuduh', 'marah']",ahahaaa khas buzzerp jokowi nuduh org mau tuduh marah
"lah bego, itu all of us are dead kali gwinam",anger,"['bego', 'all', 'of', 'us', 'are', 'dead', 'kali', 'gwinam']",bego all of us are dead kali gwinam
aing macan marah?,anger,"['aing', 'macan', 'marah']",aing macan marah
bangsat banget,anger,"['bangsat', 'banget']",bangsat banget
"padahal gw stay di lokasi jg dianggurin lol buat apa lu nge-hire org luar klo kyk gini ceritanya tolol jd ga pengen gw duitnya mereka gajelas bgt, bikin stress doang, padahal mah ya tinggal beresin doang si, proyek dah kelar juga, dibikin pusing amat",anger,"['padahal', 'saya', 'stay', 'lokasi', 'jg', 'dianggurin', 'lol', 'buat', 'apa', 'lu', 'ngehire', 'org', 'luar', 'klo', 'kyk', 'gin', 'cerita', 'tolol', 'jd', 'tidak', 'ken', 'saya', 'duit', 'mereka', 'gajelas', 'banget', 'bikin', 'stress', 'doang', 'padahal', 'mah', 'tinggal', 'resin', 'doang', 'si', 'proyek', 'kelar', 'juga', 'bikin', 'pusing', 'amat']",padahal saya stay lokasi jg dianggurin lol buat apa lu ngehire org luar klo kyk gin cerita tolol jd tidak ken saya duit mereka gajelas banget bikin stress doang padahal mah tinggal resin doang si proyek kelar juga bikin pusing amat
tolong leon jangan sampe kebawa emosi ya,anger,"['tolong', 'leon', 'jangan', 'sampe', 'bawa', 'emosi']",tolong leon jangan sampe bawa emosi
benci banget gue sama ini orang.,anger,"['benci', 'banget', 'saya', 'sama', 'orang']",benci banget saya sama orang
makanya pada ngaji yg bener biar gak bego..,anger,"['makanya', 'ngaji', 'benar', 'biar', 'gak', 'bego']",makanya ngaji benar biar gak bego
ledik jancuukk tai anjingg setann tolol babi monyett,anger,"['ledik', 'jancuukk', 'tai', 'anjingg', 'setann', 'tolol', 'babi', 'monyett']",ledik jancuukk tai anjingg setann tolol babi monyett
supaya generasi yg sekarang jadi bodoh..kan mudah di begoin,anger,"['supaya', 'generasi', 'sekarang', 'bodoh', 'mudah', 'begoin']",supaya generasi sekarang bodoh mudah begoin
atheis punya rasa benci? kirain umat beragama aja. lalu apa bedanya :)),anger,"['atheis', 'punya', 'rasa', 'benci', 'kirain', 'umat', 'agama', 'aja', 'lalu', 'apa', 'beda']",atheis punya rasa benci kirain umat agama aja lalu apa beda
trus hubungane opo bangsat!,anger,"['trus', 'hubungane', 'opo', 'bangsat']",trus hubungane opo bangsat
"bangsat, ngagetin aja",anger,"['bangsat', 'ngagetin', 'aja']",bangsat ngagetin aja
emosi mulu kek ahok,anger,"['emosi', 'mulu', 'kek', 'ahok']",emosi mulu kek ahok
"pebenda lah org penuh dgn emosi last episode, time tu jugak dia nak sumbat ppl",anger,"['benda', 'org', 'penuh', 'dgn', 'emosi', 'last', 'episode', 'time', 'tu', 'jugak', 'dia', 'nak', 'sumbat', 'ppl']",benda org penuh dgn emosi last episode time tu jugak dia nak sumbat ppl
gue benci hari sabtu,anger,"['saya', 'benci', 'hari', 'sabtu']",saya benci hari sabtu
"gatau,gue benci banget",anger,"['gataugue', 'benci', 'banget']",gataugue benci banget
suka nih yg bikin emosi gini jadi tag aku dong kack,anger,"['suka', 'nih', 'bikin', 'emosi', 'gin', 'tag', 'aku', 'dong', 'kack']",suka nih bikin emosi gin tag aku dong kack
aneh banget bego lu,anger,"['aneh', 'banget', 'bego', 'lu']",aneh banget bego lu
"jujur shock di bagian bangsatnya sih, biasanya kayaknya drake doang ga ampe bangsat",anger,"['jujur', 'shock', 'bagi', 'bangsat', 'sih', 'biasa', 'kayak', 'drake', 'doang', 'tidak', 'ampe', 'bangsat']",jujur shock bagi bangsat sih biasa kayak drake doang tidak ampe bangsat
we ustzh marah sbb takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link,anger,"['we', 'ustzh', 'marah', 'sbb', 'takde', 'orang', 'masuk', 'kelas', 'pai', 'lepastu', 'rupa', 'dia', 'salah', 'masuk', 'link']",we ustzh marah sbb takde orang masuk kelas pai lepastu rupa dia salah masuk link
buat dan kalo mau nyerang pemerintah itu janjian dulu gitu..keliatan pada bego nya kalo begini !!??,anger,"['buat', 'kalo', 'mau', 'nyerang', 'perintah', 'janji', 'dulu', 'gitukeliatan', 'bego', 'kalo', 'begini']",buat kalo mau nyerang perintah janji dulu gitukeliatan bego kalo begini
gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo. lagipula di agama di larang tolol. masih aja lu ngeyel. kl lu masih blm benar jgn bgt kata2 lu. kaya lu uda benar aja homo.,anger,"['saya', 'bukan', 'paling', 'mulia', 'tp', 'saya', 'manusia', 'normal', 'jijik', 'liat', 'kaum', 'homo', 'lagipula', 'agama', 'larang', 'tolol', 'masih', 'aja', 'lu', 'ngeyel', 'kl', 'lu', 'masih', 'blm', 'benar', 'jgn', 'banget', 'kata2', 'lu', 'kaya', 'lu', 'uda', 'benar', 'aja', 'homo']",saya bukan paling mulia tp saya manusia normal jijik liat kaum homo lagipula agama larang tolol masih aja lu ngeyel kl lu masih blm benar jgn banget kata2 lu kaya lu uda benar aja homo
ya allah marah betul tengok video ni,anger,"['allah', 'marah', 'betul', 'tengok', 'video', 'ni']",allah marah betul tengok video ni
semangatt walaupun dalam hati berkata bangsat,anger,"['semangatt', 'walaupun', 'hati', 'kata', 'bangsat']",semangatt walaupun hati kata bangsat
"sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh",anger,"['sebb', 'tu', 'kalau', 'org2', 'macam', 'ni', 'nak', 'jalan', 'aku', 'buat', 'x', 'tahu', 'je', 'selamba', 'je', 'jalan', 'kau', 'x', 'de', 'hak', 'nak', 'halang2', 'jalan', 'org', 'kecuali', 'ambulans', 'bodoh']",sebb tu kalau org2 macam ni nak jalan aku buat x tahu je selamba je jalan kau x de hak nak halang2 jalan org kecuali ambulans bodoh
"aneh ga sih? padahal dia lebih sering keluar berdua diem-diem ga ngajak aku tapi aku gada marah samsek krnapa giliran aku minta tolong buat ditemenin beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga 2:0,5 klo dipikir-pikir",anger,"['aneh', 'tidak', 'sih', 'padahal', 'dia', 'lebih', 'sering', 'keluar', 'dua', 'diemdiem', 'tidak', 'ngajak', 'aku', 'tapi', 'aku', 'gada', 'marah', 'samsek', 'krnapa', 'gilir', 'aku', 'minta', 'tolong', 'buat', 'ditemenin', 'beli', 'sesuatu', 'dia', 'marah', 'anjim', 'aowkaowkaow', 'padahal', 'kan', 'skor', 'juga', '205', 'klo', 'dipikirpikir']",aneh tidak sih padahal dia lebih sering keluar dua diemdiem tidak ngajak aku tapi aku gada marah samsek krnapa gilir aku minta tolong buat ditemenin beli sesuatu dia marah anjim aowkaowkaow padahal kan skor juga 205 klo dipikirpikir
